Car_Truck,EngDisp,RatedHP,Transmission,Drive,Weight,Comp,AxleRatio,EVSpeedRatio,AC,PRP,FuelType,City_Highway,Valves_Cyl,FuelEcon
truck,5.3258075,295,L4,4,2494.756,9.5,3.42,27.2,N,32,61,highway,8,9.44636879518072
car,2.3597424,205,S5,F,1644.271,10.5,4.44,34.5,N,31,61,city,4,9.44636879518072
car,2.4744521,150,L6,F,1587.572,9.5,3.5,32.7,N,1,61,city,5,9.44636879518072
car,2.458065,175,S4,4,1644.271,10,4.11,39.8,N,31,61,city,4,9.44636879518072
car,4.9652913,512,M6,R,1530.873,11,3.08,23.9,N,31,61,highway,10,9.44636879518072
truck,4.588388,292,L6,4,2381.358,9.8,3.55,29.2,Y,32,61,highway,8,9.48445899193548
truck,4.588388,292,L6,4,2381.358,9.8,3.55,29.2,Y,32,61,highway,8,9.48445899193548
truck,4.588388,292,L6,4,2381.358,9.8,3.55,29.2,Y,32,61,highway,8,9.48445899193548
car,1.9992262,200,M5,F,1474.174,9.5,4.05,39.4,N,31,61,city,4,9.48445899193548
truck,5.3258075,295,L4,R,2494.756,9.5,3.42,27.2,N,32,61,highway,8,9.48445899193548
truck,3.6543233,245,M5,4,2267.96,10.1,4.56,36.5,N,32,61,highway,5,9.48445899193548
truck,2.3597424,166,L5,F,1757.669,9.7,4.5,32.2,N,31,61,city,4,9.48445899193548
truck,4.3917428,305,L6,4,2721.552,10.8,3.73,32.7,Y,31,61,highway,8,9.48445899193548
car,3.4576781,268,L5,F,1757.669,10.8,3.08,31.1,N,31,61,city,6,9.48445899193548
car,2.4744521,150,L6,F,1587.572,9.5,3.5,32.7,N,1,61,city,5,9.48445899193548
car,1.9828391,200,L6,F,1757.669,10.5,3.2,32.7,N,31,61,city,4,9.48445899193548
truck,2.458065,173,L4,4,1587.572,10,4.44,41.3,N,31,61,city,4,9.48445899193548
truck,3.7854201,190,L4,4,1927.766,8.7,4.1,33.6,Y,31,61,highway,6,9.52285761133603
truck,5.407743,300,L4,R,2494.756,9.8,3.55,28.3,Y,31,61,highway,8,9.52285761133603
truck,5.407743,300,L4,R,2494.756,9.8,3.55,28.3,Y,31,61,highway,8,9.52285761133603
truck,4.8014203,270,L4,4,2494.756,9.5,3.23,25.7,N,32,61,highway,8,9.52285761133603
truck,3.9492911,239,M6,4,2041.164,10,3.91,34.2,N,1,23,highway,6,9.52285761133603
truck,3.9492911,239,M6,4,2041.164,10,3.91,34.2,N,1,23,highway,6,9.52285761133603
truck,3.5887749,280,L6,4,2494.756,12,4.56,38.9,N,1,61,highway,6,9.52285761133603
car,2.4744521,150,L6,F,1587.572,9.5,3.5,32.7,N,31,61,city,5,9.52285761133603
car,2.4744521,150,L6,F,1530.873,9.5,3.5,32.7,N,1,61,city,5,9.52285761133603
car,2.4744521,150,L6,F,1530.873,9.5,3.5,32.7,N,1,61,city,5,9.52285761133603
car,2.4416779,168,L5,F,1644.271,10.3,2.44,34.6,N,31,23,city,5,9.52285761133603
truck,2.458065,173,M5,4,1587.572,10,4.11,42.9,N,31,61,city,4,9.52285761133603
car,2.458065,173,L4,4,1587.572,10,4.11,39.9,N,31,61,city,4,9.52285761133603
car,2.458065,175,S4,4,1700.97,10,4.11,39.8,N,1,61,city,4,9.52285761133603
truck,2.458065,175,S4,4,1700.97,10,4.44,40.6,N,31,61,city,4,9.52285761133603
truck,3.7854201,190,L4,4,2041.164,8.7,4.1,33.6,Y,31,61,highway,6,9.56156841463415
truck,3.7854201,190,M6,4,2041.164,8.7,3.21,32,Y,31,61,highway,6,9.56156841463415
truck,5.7027108,345,L5,4,2494.756,9.6,3.92,30,Y,32,61,highway,8,9.56156841463415
truck,3.7034846,210,L4,4,2154.562,9.2,3.92,31,Y,31,61,highway,6,9.56156841463415
truck,2.294194,153,M5,4,1644.271,9.7,4.42,43.3,Y,1,61,city,4,9.56156841463415
truck,4.2934202,195,L4,4,2267.96,9.5,3.73,28.4,N,32,61,highway,6,9.56156841463415
truck,5.3258075,295,L4,4,2381.358,9.5,3.42,26,N,32,61,highway,8,9.56156841463415
truck,4.8014203,270,L4,4,2494.756,9.5,3.42,26.1,N,32,61,highway,8,9.56156841463415
truck,5.9649044,360,L4,R,2494.756,9.7,3.73,28.4,N,32,61,highway,8,9.56156841463415
car,1.6059358,168,S6,F,1474.174,8.3,3.68,35,Y,31,61,city,4,9.56156841463415
car,5.9812915,603,S5,R,2154.562,9,2.65,29.5,N,31,61,highway,12,9.56156841463415
car,2.6547102,185,L5,F,1644.271,10.4,3.31,33.2,N,1,61,city,6,9.56156841463415
car,2.6547102,185,L5,F,1644.271,10.4,3.31,33.2,N,1,61,city,6,9.56156841463415
truck,3.4576781,269,L5,F,1757.669,10.8,3.08,28.8,N,31,61,city,6,9.56156841463415
car,2.4744521,150,M5,F,1587.572,9.5,3.65,42.5,N,31,61,city,5,9.56156841463415
car,1.9828391,200,M6,4,1814.368,10.5,3.89,37.3,N,1,61,city,4,9.56156841463415
truck,2.458065,175,S4,4,1700.97,10,4.44,40.6,N,31,61,city,4,9.56156841463415
car,2.294194,160,L5,F,1644.271,9.7,3.86,35.9,Y,1,61,city,4,9.6005952244898
car,2.294194,160,L5,F,1644.271,9.7,3.86,35.9,Y,1,61,city,4,9.6005952244898
truck,4.1950976,202,L4,R,2267.96,9.3,3.73,30.2,Y,1,61,highway,6,9.6005952244898
car,1.6059358,168,S6,F,1474.174,8.3,3.68,35,Y,31,61,city,4,9.6005952244898
car,2.3761295,162,L4,F,1757.669,9.5,4.21,38.9,N,1,23,city,4,9.6005952244898
car,2.3761295,162,L4,F,1757.669,9.5,4.21,38.9,N,1,23,city,4,9.6005952244898
truck,1.966452,140,L4,F,1644.271,10.1,4.63,43.3,N,1,61,city,4,9.6005952244898
truck,2.4908392,151,M5,R,1814.368,9.5,4.08,39.6,N,31,61,city,4,9.6005952244898
truck,5.5552269,313,L5,R,2721.552,9.8,2.94,26.1,N,31,61,highway,8,9.6005952244898
car,3.4576781,268,L6,F,1757.669,10.8,3.69,30,N,31,61,city,6,9.6005952244898
truck,4.6703235,260,L5,4,2154.562,10,3.73,31,N,31,61,highway,8,9.6005952244898
truck,5.6699366,381,L6,4,2494.756,10.2,4.1,26,N,32,61,highway,8,9.6005952244898
car,2.4744521,150,M5,F,1474.174,9.5,3.65,42.5,N,1,61,city,5,9.6005952244898
car,2.458065,173,M5,4,1530.873,10,3.9,42.6,N,31,61,city,4,9.6005952244898
car,2.458065,175,M5,4,1644.271,10,3.9,42.4,N,31,61,city,4,9.6005952244898
truck,3.7034846,210,L4,4,2267.96,9.2,3.55,29.6,Y,31,61,highway,6,9.63994192622951
truck,5.3258075,280,L4,4,2494.756,9.9,3.73,30.2,N,1,61,highway,8,9.63994192622951
car,5.9321302,450,A6,R,1927.766,10.4,3.15,28.6,N,31,61,highway,12,9.63994192622951
truck,1.966452,140,L4,F,1644.271,10.1,4.63,43.3,N,1,61,city,4,9.63994192622951
car,3.4904523,265,AV,F,1700.97,10.3,5.17,30.1,N,31,61,city,6,9.63994192622951
truck,2.4908392,152,M5,R,1814.368,9.5,4.36,40.4,N,32,61,city,4,9.63994192622951
truck,5.5552269,313,L5,R,2721.552,9.8,2.94,26.1,N,31,61,highway,8,9.63994192622951
truck,4.0148395,214,L6,4,2494.756,9.7,3.73,32.7,Y,1,61,highway,6,9.63994192622951
car,1.9992262,166,S6,R,1304.077,10.8,4.1,34.5,N,31,61,city,4,9.63994192622951
car,2.4744521,150,M5,F,1530.873,9.5,3.65,42.5,N,31,61,city,5,9.63994192622951
car,2.4416779,165,L5,F,1644.271,10.3,2.44,34.6,N,31,23,city,5,9.63994192622951
truck,4.1623234,350,L6,4,2494.756,12.5,4.32,35.9,N,31,61,highway,8,9.63994192622951
car,1.9828391,200,L6,4,1927.766,10.5,3.54,34,N,1,61,city,4,9.63994192622951
car,2.458065,173,L4,4,1587.572,10,4.11,39.9,N,31,61,city,4,9.63994192622951
car,2.458065,173,M5,4,1530.873,10,3.9,42.6,N,31,61,city,4,9.63994192622951
car,2.458065,175,M5,4,1644.271,10,3.9,42.4,N,31,61,city,4,9.63994192622951
truck,5.3258075,295,L4,R,2721.552,9.5,3.42,27.2,N,31,61,highway,8,9.6796124691358
truck,5.9649044,360,L4,4,2721.552,9.7,4.1,31.2,N,32,61,highway,8,9.6796124691358
car,2.3761295,162,M5,F,1700.97,9.5,4.31,44.4,N,31,23,city,4,9.6796124691358
truck,4.9652913,302,L7,4,2494.756,10,3.7,32.1,N,31,61,highway,8,9.6796124691358
truck,2.3597424,166,L5,4,1757.669,9.7,4.5,31.5,N,1,61,city,4,9.6796124691358
truck,4.1950976,395,L6,4,2721.552,10.5,3.73,32.7,Y,1,61,highway,8,9.6796124691358
car,1.9992262,166,S6,R,1304.077,10.8,4.1,34.2,N,31,61,city,4,9.6796124691358
truck,2.3597424,166,L4,4,1757.669,9.8,3.08,39.2,N,1,23,city,4,9.6796124691358
car,2.4744521,150,L6,F,1644.271,9.5,3.5,32.7,N,1,61,city,5,9.6796124691358
car,1.9828391,200,L6,F,1700.97,10.5,3.2,32.7,N,31,61,city,4,9.6796124691358
car,1.9992262,126,M5,F,1417.475,10.8,3.55,46.3,Y,33,23,city,4,9.6796124691358
car,2.7366457,190,L4,F,1700.97,9.7,2.69,34.2,Y,31,61,city,6,9.7196108677686
truck,4.588388,231,L4,4,2381.358,9.4,3.55,27.8,Y,32,61,highway,8,9.7196108677686
car,2.3761295,177,L5,R,1474.174,10.4,3.91,38.1,N,31,61,city,4,9.7196108677686
car,1.9992262,260,M5,R,1530.873,9.2,3.73,35.4,N,31,61,city,4,9.7196108677686
car,1.9992262,210,M6,F,1644.271,9.5,3.55,38.5,N,31,6,city,4,9.7196108677686
truck,4.2934202,195,L4,4,2267.96,9.5,3.73,28.4,N,31,61,highway,6,9.7196108677686
truck,3.6543233,245,L4,4,2381.358,10.1,4.56,35,N,31,61,highway,5,9.7196108677686
truck,5.9649044,360,L4,R,2721.552,9.7,4.1,31.3,N,31,61,highway,8,9.7196108677686
car,2.3761295,162,M5,F,1700.97,9.5,4.31,44.4,N,31,61,city,4,9.7196108677686
car,5.5060656,510,L5,R,2154.562,9,2.65,29.6,N,31,61,highway,12,9.7196108677686
car,2.4908392,201,L7,R,1757.669,11.4,3.27,33.7,N,1,44,highway,6,9.7196108677686
car,5.5060656,510,L5,R,2381.358,9,2.65,28.9,N,31,61,highway,12,9.7196108677686
car,2.3597424,205,M6,F,1644.271,10.5,4.76,43.1,N,31,61,city,4,9.7196108677686
car,1.9828391,138,L4,F,1530.873,10.1,4.41,44.4,N,31,61,city,4,9.7196108677686
car,4.2442589,396,L6,R,2154.562,11.1,3.54,31.4,Y,1,61,highway,8,9.7196108677686
car,6.7514852,453,S6,R,2494.756,11,3.46,26.6,Y,31,61,highway,12,9.7196108677686
truck,4.1950976,390,L6,4,2721.552,10.5,3.54,32.5,Y,31,61,highway,8,9.7196108677686
car,3.4576781,306,L6,R,1814.368,11.8,4.08,32.4,N,31,61,city,6,9.7196108677686
truck,3.4576781,269,L5,F,1757.669,10.8,3.08,28.8,N,31,61,city,6,9.7196108677686
truck,4.6703235,263,L5,4,2381.358,10,3.73,31,N,1,23,highway,8,9.7196108677686
truck,5.6699366,381,L6,4,2494.756,10.2,4.3,27.4,N,31,61,highway,8,9.7196108677686
car,2.4744521,150,L6,F,1644.271,9.5,3.5,32.7,N,1,61,city,5,9.7196108677686
car,2.4744521,150,M5,F,1530.873,9.5,3.65,42.5,N,1,61,city,5,9.7196108677686
car,3.1954845,250,L6,F,1814.368,10.8,3.6,34.9,N,31,61,city,6,9.7196108677686
car,1.9828391,200,L6,4,1814.368,10.5,3.54,34,N,1,61,city,4,9.7196108677686
car,2.458065,175,M5,4,1644.271,10,3.9,42.4,N,31,61,city,4,9.7196108677686
truck,3.9984524,207,L5,4,1927.766,9.7,3.73,32.4,Y,32,61,highway,6,9.7599412033195
truck,3.9984524,207,L5,4,1927.766,9.7,3.73,32.4,Y,32,61,highway,6,9.7599412033195
truck,3.8837427,240,L4,F,2154.562,9.8,3.29,28.9,N,31,38,highway,6,9.7599412033195
truck,5.3258075,295,L4,R,2721.552,9.5,3.42,27.2,N,31,61,highway,8,9.7599412033195
car,2.3761295,162,L4,F,1757.669,9.5,4.21,38.9,N,1,61,city,4,9.7599412033195
car,2.3761295,162,L4,F,1757.669,9.5,4.21,38.9,N,1,61,city,4,9.7599412033195
car,5.4405172,510,S5,R,2154.562,9,2.82,31.3,N,1,61,highway,8,9.7599412033195
truck,1.966452,140,M5,4,1757.669,10.1,4.53,48.4,N,1,61,city,4,9.7599412033195
car,4.2442589,396,L6,R,2154.562,11.1,3.54,31.4,Y,1,61,highway,8,9.7599412033195
truck,5.5552269,305,L5,R,2381.358,9.8,2.94,26.2,N,31,61,highway,8,9.7599412033195
truck,5.5552269,313,L5,R,2721.552,9.8,3.36,29.9,N,31,61,highway,8,9.7599412033195
car,2.4908392,204,L6,4,1814.368,12,4.1,33.4,N,1,23,city,6,9.7599412033195
truck,4.6703235,271,L5,R,2381.358,10,3.91,30.2,N,32,61,highway,8,9.7599412033195
car,2.4744521,150,L6,F,1644.271,9.5,3.5,32.7,N,1,61,city,5,9.7599412033195
car,2.4744521,150,M5,F,1587.572,9.5,3.65,42.5,N,31,61,city,5,9.7599412033195
car,2.458065,173,M5,4,1530.873,10,3.9,42.6,N,31,61,city,4,9.7599412033195
car,2.458065,175,M5,4,1644.271,10,3.9,42.4,N,31,61,city,4,9.7599412033195
car,3.5068394,224,L4,F,1644.271,9.8,3.05,28.9,N,32,61,city,6,9.800607625
car,5.5060656,510,L5,R,2381.358,9,2.65,28.9,N,31,61,highway,12,9.800607625
truck,1.966452,140,M5,4,1757.669,10.1,4.53,48.4,N,1,61,city,4,9.800607625
truck,5.5552269,305,L5,R,2494.756,9.8,3.36,30,N,31,61,highway,8,9.800607625
truck,5.5552269,305,L5,R,2381.358,9.8,2.94,26.2,N,31,61,highway,8,9.800607625
truck,4.3917428,300,L6,4,2721.552,10.8,3.73,32.7,Y,1,61,highway,8,9.800607625
car,1.9992262,166,S6,R,1304.077,10.8,4.1,34.2,N,31,61,city,4,9.800607625
car,3.4576781,303,L6,R,1814.368,11.8,3.77,29.7,N,31,61,city,6,9.800607625
car,2.4416779,168,M5,F,1587.572,10.3,4.25,41.4,N,31,23,city,5,9.800607625
truck,4.1623234,350,L6,4,2494.756,12.5,4.32,35.9,N,31,61,highway,8,9.800607625
truck,4.7030977,235,L5,R,2381.358,8.5,3.55,27.4,Y,31,61,highway,8,9.84161435146444
truck,4.7030977,235,M6,R,2494.756,9,3.21,29.2,Y,32,61,highway,8,9.84161435146444
truck,4.588388,292,L6,4,2494.756,9.8,3.55,29.2,Y,1,61,highway,8,9.84161435146444
truck,4.588388,292,L6,4,2494.756,9.8,3.55,29.2,Y,1,61,highway,8,9.84161435146444
truck,4.588388,292,L6,4,2494.756,9.8,3.55,29.2,Y,1,61,highway,8,9.84161435146444
truck,4.588388,231,L4,4,2494.756,9.4,3.55,27.8,Y,32,61,highway,8,9.84161435146444
truck,4.8014203,270,L4,4,2721.552,9.5,3.42,26,N,32,61,highway,8,9.84161435146444
car,2.9988393,228,L7,R,1757.669,11.3,3.07,31.5,N,31,61,city,6,9.84161435146444
truck,2.9824522,215,L7,4,2494.756,17.7,3.45,25.3,N,1,19,city,6,9.84161435146444
car,3.4904523,255,AV,F,1757.669,10.3,5.17,29.8,N,31,61,city,6,9.84161435146444
truck,5.5552269,305,L5,R,2381.358,9.8,3.36,30,N,31,61,highway,8,9.84161435146444
car,2.6874844,245,M6,R,1474.174,11.1,3.88,40.8,N,1,61,city,6,9.84161435146444
truck,4.6703235,271,L5,R,2494.756,10,3.91,30.2,N,32,61,highway,8,9.84161435146444
car,2.4744521,150,M5,F,1587.572,9.5,3.65,42.5,N,1,61,city,5,9.84161435146444
car,1.9992262,126,A4,F,1417.475,10.8,3.85,41.5,Y,33,23,city,4,9.84161435146444
truck,4.7030977,235,M6,R,2494.756,8.5,3.55,30.7,Y,32,61,highway,8,9.88296567226891
truck,5.407743,300,L4,R,2494.756,9.8,3.55,27,Y,32,61,highway,8,9.88296567226891
truck,5.407743,300,L4,R,2494.756,9.8,3.55,27,Y,32,61,highway,8,9.88296567226891
truck,5.9649044,390,L4,R,2267.96,10.9,4.1,20,N,32,61,highway,8,9.88296567226891
car,5.9976786,600,L6,4,2494.756,9.5,3.53,30.4,N,31,61,highway,12,9.88296567226891
truck,4.6703235,335,L7,4,2494.756,10.7,3.7,30.6,N,31,61,highway,8,9.88296567226891
truck,4.9652913,302,L7,4,2381.358,10,3.7,32.1,N,31,61,highway,8,9.88296567226891
truck,2.9824522,215,L7,4,2381.358,17.7,3.45,30,N,31,19,city,6,9.88296567226891
truck,2.3597424,166,L5,4,1814.368,9.7,4.5,32.2,N,1,61,city,4,9.88296567226891
car,2.3597424,162,L4,F,1700.97,10.5,4.04,39.3,N,1,61,city,4,9.88296567226891
truck,5.5552269,313,L5,R,2721.552,9.8,3.36,29.9,N,31,61,highway,8,9.88296567226891
truck,5.5552269,305,L5,R,2381.358,9.8,3.36,30,N,31,61,highway,8,9.88296567226891
car,3.4576781,272,L6,F,1814.368,10.8,3.69,29.9,N,1,23,city,6,9.88296567226891
truck,4.6703235,271,L5,R,2381.358,10,4.1,31.8,N,31,61,highway,8,9.88296567226891
car,2.4744521,150,L6,F,1644.271,9.5,3.5,32.7,N,1,61,city,5,9.88296567226891
car,2.4744521,150,L6,F,1644.271,9.5,3.5,32.7,N,1,61,city,5,9.88296567226891
car,2.5236134,218,L5,F,1644.271,9,2.27,32.2,N,31,23,city,5,9.88296567226891
car,3.1299361,255,AV,F,1757.669,12.5,5.08,28.2,N,31,61,city,6,9.88296567226891
truck,2.458065,173,M5,4,1587.572,10,4.11,42.9,N,31,61,city,4,9.88296567226891
car,4.9652913,512,L6,4,1700.97,11,3.08,23.9,N,31,61,highway,10,9.88296567226891
truck,4.7030977,235,L5,R,2494.756,8.5,3.55,27.4,Y,31,61,highway,8,9.92466594936709
truck,4.7030977,235,M6,R,2494.756,8.5,3.55,30.7,Y,32,61,highway,8,9.92466594936709
car,3.5068394,210,L4,F,1644.271,9.8,2.86,25.9,N,32,61,city,6,9.92466594936709
truck,5.9649044,345,L4,R,2494.756,10,3.73,28.4,N,32,61,highway,8,9.92466594936709
truck,5.3258075,295,L4,4,2494.756,9.5,3.42,26,N,32,61,highway,8,9.92466594936709
truck,5.3258075,310,L4,4,2381.358,9.9,3.42,26,N,32,61,highway,8,9.92466594936709
truck,5.9649044,360,L4,4,2494.756,9.7,3.73,28.4,N,32,61,highway,8,9.92466594936709
truck,4.4900654,330,S5,4,2267.96,10.5,3.69,35.4,N,31,61,highway,8,9.92466594936709
truck,5.5552269,313,L5,4,2721.552,9.8,2.94,26.1,N,31,61,highway,8,9.92466594936709
truck,5.5552269,318,L5,R,2721.552,9.8,3.36,29.9,N,31,61,highway,8,9.92466594936709
truck,5.5552269,305,L5,R,2494.756,9.8,2.94,26.2,N,31,61,highway,8,9.92466594936709
car,2.6874844,245,L5,R,1530.873,11.1,4.38,42.7,N,1,61,city,6,9.92466594936709
car,3.4576781,303,L6,R,1814.368,11.8,3.77,29.7,N,31,61,city,6,9.92466594936709
truck,3.4576781,269,L5,4,1814.368,10.8,3.08,28.8,N,31,61,city,6,9.92466594936709
truck,3.4576781,269,L5,4,1814.368,10.8,3.08,28.8,N,31,61,city,6,9.92466594936709
truck,4.1623234,350,L6,4,2721.552,12.5,4.32,35.9,N,1,61,highway,8,9.92466594936709
truck,3.7854201,190,M6,4,1927.766,8.7,3.21,32,Y,31,61,highway,6,9.96671961864407
truck,2.294194,143,L5,R,1644.271,9.7,4.1,39,Y,32,61,city,4,9.96671961864407
truck,3.9984524,207,L5,4,1927.766,9.7,4.1,35.6,Y,32,61,highway,6,9.96671961864407
truck,2.294194,143,L5,R,1644.271,9.7,4.1,39,Y,32,61,city,4,9.96671961864407
truck,3.9984524,207,L5,4,1927.766,9.7,4.1,35.6,Y,32,61,highway,6,9.96671961864407
car,2.4908392,201,M6,R,1700.97,11.4,3.27,38.3,N,1,44,highway,6,9.96671961864407
truck,5.5552269,305,L5,R,2494.756,9.8,2.94,26.2,N,31,61,highway,8,9.96671961864407
truck,5.5552269,305,L5,R,2494.756,9.8,3.36,30,N,31,61,highway,8,9.96671961864407
truck,2.6874844,159,L4,R,1757.669,9.6,3.58,32.7,N,31,61,city,4,9.96671961864407
truck,4.6703235,271,L5,R,2494.756,10,4.1,31.8,N,31,61,highway,8,9.96671961864407
truck,4.6703235,271,L5,4,2494.756,10,3.91,30.2,N,32,61,highway,8,9.96671961864407
truck,5.6699366,381,L6,4,2721.552,10.2,4.1,26,N,32,23,highway,8,9.96671961864407
car,4.9652913,512,S6,4,1700.97,11,3.08,23.9,N,31,61,highway,10,9.96671961864407
car,5.9976786,600,L6,4,2721.552,9.5,3.53,30.4,N,31,61,highway,12,10.0091311914894
car,3.4904523,255,AV,F,1757.669,10.3,5.17,29.6,N,31,61,city,6,10.0091311914894
truck,5.5552269,305,L5,4,2494.756,9.8,2.94,26.2,N,31,61,highway,8,10.0091311914894
truck,5.5552269,305,L5,4,2494.756,9.8,2.94,26.2,N,31,61,highway,8,10.0091311914894
car,2.294194,157,L4,F,1700.97,9.7,4.42,42.8,N,31,61,city,4,10.0091311914894
car,2.5236134,208,L5,F,1700.97,9,2.27,31.6,N,31,23,city,5,10.0091311914894
truck,3.7854201,190,M6,4,1927.766,8.7,4.1,40.9,Y,31,61,highway,6,10.0519052564103
car,3.2118716,168,L5,R,1530.873,10,3.27,37.1,Y,1,61,city,6,10.0519052564103
truck,5.7027108,345,L5,4,2721.552,9.6,3.92,30.2,Y,32,61,highway,8,10.0519052564103
car,2.9824522,203,L6,F,1814.368,10,3.46,30.4,Y,31,61,city,6,10.0519052564103
car,2.9824522,203,L6,F,1814.368,10,3.46,30.4,Y,31,61,city,6,10.0519052564103
truck,2.294194,143,L5,R,1530.873,9.7,4.1,39,Y,31,61,city,4,10.0519052564103
truck,2.294194,143,L5,R,1530.873,9.7,4.1,39,Y,31,61,city,4,10.0519052564103
car,5.9321302,450,A6,R,2041.164,10.4,3.15,28.6,N,31,61,highway,12,10.0519052564103
truck,5.5552269,305,L5,4,2494.756,9.8,3.36,30,N,31,61,highway,8,10.0519052564103
truck,5.6699366,381,L6,4,2721.552,10.2,4.3,27.3,N,32,23,highway,8,10.0519052564103
car,2.4416779,168,L5,F,1757.669,10.3,2.44,34.6,N,31,23,city,5,10.0519052564103
car,1.9992262,126,A4,F,1474.174,10.8,3.85,41.5,Y,33,23,city,4,10.0519052564103
car,1.9992262,260,L5,R,1530.873,9.2,3.73,36.4,N,1,61,city,4,10.0950464806867
car,1.9992262,210,S5,F,1700.97,9.5,2.44,33.1,N,32,61,city,4,10.0950464806867
car,3.4904523,265,M6,F,1644.271,10.3,4.13,34.5,N,31,61,city,6,10.0950464806867
truck,5.5552269,313,L5,4,2721.552,9.8,2.94,26.1,N,31,61,highway,8,10.0950464806867
truck,5.5552269,313,L5,4,2721.552,9.8,3.36,29.9,N,1,61,highway,8,10.0950464806867
truck,4.6703235,271,L5,4,2494.756,10,4.1,31.8,N,31,61,highway,8,10.0950464806867
truck,3.9984524,210,L5,4,2494.756,9.7,3.73,30.6,Y,1,61,highway,6,10.138559612069
truck,3.9984524,210,L5,4,2494.756,9.7,3.73,30.6,Y,1,61,highway,6,10.138559612069
truck,3.9984524,210,L5,4,2494.756,9.7,3.73,30.6,Y,1,61,highway,6,10.138559612069
truck,2.294194,143,L5,R,1644.271,9.7,4.1,39,Y,32,61,city,4,10.138559612069
truck,2.294194,143,L5,R,1644.271,9.7,4.1,39,Y,32,61,city,4,10.138559612069
car,4.9980655,500,M6,R,1927.766,12,3.62,40.6,Y,31,61,highway,10,10.138559612069
truck,2.3597424,166,M5,F,1757.669,9.7,4.76,49.6,N,31,61,city,4,10.138559612069
truck,2.3597424,166,M5,4,1757.669,9.7,4.76,49.6,N,31,61,city,4,10.138559612069
truck,2.6547102,185,L4,F,1927.766,10.4,4.52,40.4,N,31,61,city,6,10.138559612069
truck,5.5552269,305,L5,R,2494.756,9.8,2.94,26.2,N,31,61,highway,8,10.138559612069
truck,2.6874844,159,M5,R,1814.368,9.6,4.1,38,N,31,61,city,4,10.138559612069
truck,4.6703235,271,L5,R,2494.756,10,4.1,34.9,N,31,61,highway,8,10.138559612069
car,3.1954845,250,L6,4,1814.368,11.1,3.6,41.3,N,1,61,city,6,10.138559612069
truck,2.458065,230,L4,4,1644.271,8.4,4.11,38.2,N,31,61,city,4,10.138559612069
car,2.7038715,200,L4,R,1814.368,9.9,3.9,33,Y,31,61,city,6,10.1824494805195
car,2.7038715,200,L4,R,1814.368,9.9,3.9,33,Y,31,61,city,6,10.1824494805195
truck,2.294194,153,L4,4,1700.97,9.7,4.23,36.3,Y,31,61,city,4,10.1824494805195
truck,2.294194,153,L4,4,1700.97,9.7,4.23,36.3,Y,1,61,city,4,10.1824494805195
truck,2.294194,153,L4,4,1700.97,9.7,4.23,36.3,Y,31,61,city,4,10.1824494805195
truck,2.294194,153,L4,4,1700.97,9.7,4.23,36.3,Y,1,61,city,4,10.1824494805195
truck,5.407743,300,L4,R,2721.552,9.8,3.73,29.7,Y,31,61,highway,8,10.1824494805195
truck,5.407743,300,L4,R,2721.552,9.8,3.73,29.7,Y,31,61,highway,8,10.1824494805195
car,3.5068394,210,L4,F,1757.669,9.8,2.86,25.9,N,32,61,city,6,10.1824494805195
car,3.5068394,210,L4,F,1757.669,9.8,2.86,25.9,N,32,61,city,6,10.1824494805195
truck,5.3258075,295,L4,4,2721.552,9.5,3.42,27.2,N,32,61,highway,8,10.1824494805195
car,5.9976786,600,L6,4,2721.552,9.5,3.53,30.4,N,1,61,highway,12,10.1824494805195
truck,4.4900654,330,S5,4,2267.96,10.5,3.69,35.4,N,31,61,highway,8,10.1824494805195
truck,5.5552269,305,L5,R,2494.756,9.8,3.36,30,N,31,61,highway,8,10.1824494805195
truck,5.5552269,305,L5,4,2494.756,9.8,2.94,26.2,N,31,61,highway,8,10.1824494805195
truck,5.5552269,313,L5,4,2721.552,9.8,3.36,29.9,N,31,61,highway,8,10.1824494805195
truck,5.5552269,305,L5,R,2494.756,9.8,3.36,30,N,31,61,highway,8,10.1824494805195
truck,5.5552269,305,L5,4,2494.756,9.8,2.94,26.2,N,31,61,highway,8,10.1824494805195
car,2.5236134,218,M6,F,1814.368,9,3.77,33.5,N,31,23,city,5,10.1824494805195
car,2.5236134,218,M6,F,1644.271,9,3.77,34.1,N,31,23,city,5,10.1824494805195
truck,4.1623234,350,L6,4,2721.552,12.5,4.32,35.9,N,1,61,highway,8,10.1824494805195
car,2.458065,230,L4,4,1644.271,8.4,3.9,38,N,31,61,city,4,10.1824494805195
truck,2.4252908,220,L4,F,1644.271,9.5,2.69,37.3,Y,31,61,city,4,10.226721
car,2.9988393,244,L5,F,1644.271,10,4.43,31.6,N,31,61,city,6,10.226721
truck,4.6703235,271,L5,R,2494.756,10,4.1,34.9,N,31,61,highway,8,10.226721
car,2.458065,243,M5,4,1700.97,8.4,3.9,40.4,N,31,61,city,4,10.226721
truck,2.458065,243,M5,4,1757.669,8.4,4.44,43.1,N,31,61,city,4,10.226721
truck,4.7030977,235,L5,4,2381.358,8.5,3.55,27.2,Y,32,61,highway,8,10.2713791703057
truck,2.294194,153,L4,4,1700.97,9.7,4.23,36.3,Y,31,61,city,4,10.2713791703057
truck,2.294194,153,L4,4,1700.97,9.7,4.23,36.3,Y,31,61,city,4,10.2713791703057
